timestamp,mid,buy_vol,sell_vol,delta,cvd,ob_imbalance
2025-10-14 05:31:58+00:00,26501.294163,22.516796,42.978889,-20.462093,83.915123,0.731567
2025-10-14 05:31:59+00:00,26502.102693,32.881619,16.300274,16.581345,100.496468,0.962096
2025-10-14 05:32:00+00:00,26501.892172,21.403278,13.191476,8.211802,108.708270,0.917154
2025-10-14 05:32:01+00:00,26501.469306,35.731936,84.081089,-48.349153,60.359117,0.967067
2025-10-14 05:32:02+00:00,26501.751604,115.004540,29.434839,85.569701,145.928818,0.751483
2025-10-14 05:32:03+00:00,26501.791351,45.624648,40.893276,4.731372,150.660190,0.932709
2025-10-14 05:32:04+00:00,26501.733179,47.685807,26.863535,20.822272,171.482462,0.844230
2025-10-14 05:32:05+00:00,26502.080227,39.477904,55.809957,-16.332053,155.150408,0.861303
2025-10-14 05:32:06+00:00,26502.284819,49.574736,25.505571,24.069165,179.219573,0.696066
2025-10-14 05:32:07+00:00,26502.427185,31.318631,12.043708,19.274924,198.494497,0.970549
2025-10-14 05:32:08+00:00,26502.851883,26.743749,25.628697,1.115052,199.609549,0.812948
2025-10-14 05:32:09+00:00,26502.950091,47.633621,45.172368,2.461253,202.070802,0.956689
2025-10-14 05:32:10+00:00,26502.622058,54.325851,15.495934,38.829917,240.900718,0.834538
2025-10-14 05:32:11+00:00,26502.418304,22.749086,23.648114,-0.899028,240.001690,0.635770
2025-10-14 05:32:12+00:00,26502.142207,26.762354,21.579777,5.182577,245.184268,0.690544
2025-10-14 05:32:13+00:00,26502.214401,70.684098,40.830019,29.854078,275.038346,0.924766
2025-10-14 05:32:14+00:00,26501.677984,11.328761,35.558235,-24.229475,250.808871,0.675988
2025-10-14 05:32:15+00:00,26500.792246,31.856767,87.239384,-55.382617,195.426254,0.661707
2025-10-14 05:32:16+00:00,26500.823944,37.048579,57.736369,-20.687790,174.738465,0.825503
2025-10-14 05:32:17+00:00,26500.182931,22.992001,33.346819,-10.354819,164.383646,0.762414
2025-10-14 05:32:18+00:00,26499.259515,22.666929,48.895303,-26.228374,138.155272,0.169037
2025-10-14 05:32:19+00:00,26499.444938,28.755796,55.796545,-27.040749,111.114523,0.273383
2025-10-14 05:32:20+00:00,26499.116343,24.974373,65.795521,-40.821148,70.293375,0.662894
2025-10-14 05:32:21+00:00,26499.361498,26.006526,61.475823,-35.469298,34.824077,-0.075779
2025-10-14 05:32:22+00:00,26499.118980,52.976141,78.805581,-25.829440,8.994638,0.351645
2025-10-14 05:32:23+00:00,26498.600565,62.034404,48.636878,13.397525,22.392163,0.097890
2025-10-14 05:32:24+00:00,26498.031282,29.670705,37.238023,-7.567318,14.824845,-0.417429
2025-10-14 05:32:25+00:00,26497.812917,27.247965,48.089544,-20.841579,-6.016735,0.007121
2025-10-14 05:32:26+00:00,26497.711257,19.058395,39.112668,-20.054273,-26.071008,-0.391099
2025-10-14 05:32:27+00:00,26497.351313,13.415702,53.205197,-39.789496,-65.860503,-0.239677
2025-10-14 05:32:28+00:00,26497.251779,34.384006,47.714776,-13.330770,-79.191274,-0.502866
2025-10-14 05:32:29+00:00,26496.561329,12.559471,22.626680,-10.067209,-89.258483,-0.098948
2025-10-14 05:32:30+00:00,26496.611143,39.086447,43.755759,-4.669312,-93.927795,-0.353168
2025-10-14 05:32:31+00:00,26495.807198,26.760313,51.951526,-25.191213,-119.119009,0.002006
2025-10-14 05:32:32+00:00,26495.768135,26.699406,46.658772,-19.959366,-139.078375,-0.768649
2025-10-14 05:32:33+00:00,26496.150020,24.596975,26.063572,-1.466598,-140.544972,-0.612836
2025-10-14 05:32:34+00:00,26496.713340,20.112944,45.273960,-25.161016,-165.705989,-0.382670
2025-10-14 05:32:35+00:00,26497.563320,21.791964,39.427306,-17.635342,-183.341331,-0.332447
2025-10-14 05:32:36+00:00,26496.859444,23.282997,55.033977,-31.750979,-215.092310,-0.524619
2025-10-14 05:32:37+00:00,26497.256690,10.973339,23.149188,-12.175850,-227.268160,-0.640665
2025-10-14 05:32:38+00:00,26497.860154,46.002078,25.246958,20.755120,-206.513039,-0.842076
2025-10-14 05:32:39+00:00,26498.349579,54.845805,39.545704,15.300101,-191.212939,-0.644952
2025-10-14 05:32:40+00:00,26497.931695,37.633934,21.053034,16.580900,-174.632039,-0.676130
2025-10-14 05:32:41+00:00,26498.151855,33.009711,24.480655,8.529056,-166.102982,-0.724998
2025-10-14 05:32:42+00:00,26499.052639,59.946322,43.507709,16.438613,-149.664369,-0.612087
2025-10-14 05:32:43+00:00,26498.357955,115.493198,86.262320,29.230879,-120.433490,-0.806248
2025-10-14 05:32:44+00:00,26498.603245,73.457852,25.643386,47.814465,-72.619025,-0.395627
2025-10-14 05:32:45+00:00,26499.145557,66.890150,33.816096,33.074054,-39.544971,-0.538769
2025-10-14 05:32:46+00:00,26498.827532,47.127735,34.171998,12.955738,-26.589233,-0.622250
2025-10-14 05:32:47+00:00,26499.117274,80.513955,24.240444,56.273511,29.684278,-0.651916
2025-10-14 05:32:48+00:00,26498.622979,70.219195,28.235362,41.983834,71.668112,0.257758
2025-10-14 05:32:49+00:00,26498.256936,25.916422,31.787283,-5.870862,65.797250,-0.465711
2025-10-14 05:32:50+00:00,26497.893175,38.038869,53.195189,-15.156320,50.640929,-0.378269
2025-10-14 05:32:51+00:00,26498.010249,34.182010,76.200688,-42.018678,8.622251,-0.537456
2025-10-14 05:32:52+00:00,26497.992189,21.883250,40.424045,-18.540795,-9.918544,0.590324
2025-10-14 05:32:53+00:00,26498.467490,56.249665,34.954792,21.294873,11.376329,0.565017
2025-10-14 05:32:54+00:00,26498.042961,54.953470,69.265544,-14.312074,-2.935745,-0.303876
2025-10-14 05:32:55+00:00,26498.005479,52.959215,59.620649,-6.661434,-9.597179,-0.568734
2025-10-14 05:32:56+00:00,26498.483898,51.228631,28.151672,23.076960,13.479781,-0.192320
2025-10-14 05:32:57+00:00,26498.767460,102.397502,62.463768,39.933734,53.413515,0.007691
2025-10-14 05:32:58+00:00,26498.157807,48.542409,66.257872,-17.715463,35.698053,0.054098
2025-10-14 05:32:59+00:00,26498.494716,48.559648,24.754931,23.804717,59.502770,0.397801
2025-10-14 05:33:00+00:00,26498.287782,12.595196,27.564226,-14.969030,44.533740,-0.094780
2025-10-14 05:33:01+00:00,26498.491032,44.312044,27.037270,17.274774,61.808514,0.300470
2025-10-14 05:33:02+00:00,26498.651774,59.306139,24.533452,34.772687,96.581201,0.536304
2025-10-14 05:33:03+00:00,26499.243983,31.995087,38.012971,-6.017883,90.563318,0.521244
2025-10-14 05:33:04+00:00,26499.308435,53.183498,27.514632,25.668866,116.232184,0.595827
2025-10-14 05:33:05+00:00,26498.442306,26.971858,114.962579,-87.990722,28.241463,0.139781
2025-10-14 05:33:06+00:00,26497.815389,42.749967,63.832140,-21.082174,7.159289,0.297227
2025-10-14 05:33:07+00:00,26498.187691,35.499734,92.662871,-57.163137,-50.003847,0.479901
2025-10-14 05:33:08+00:00,26498.088455,20.933720,28.511174,-7.577453,-57.581301,-0.226370
2025-10-14 05:33:09+00:00,26498.649312,46.689557,33.580572,13.108984,-44.472316,0.506708
2025-10-14 05:33:10+00:00,26498.795221,95.441066,32.047709,63.393357,18.921040,0.129989
2025-10-14 05:33:11+00:00,26498.456819,43.076077,16.805825,26.270252,45.191292,0.564217
2025-10-14 05:33:12+00:00,26498.986856,80.054068,77.419338,2.634729,47.826022,-0.326512
2025-10-14 05:33:13+00:00,26498.618530,36.801946,14.401885,22.400061,70.226082,0.409183
2025-10-14 05:33:14+00:00,26497.667226,26.798789,36.769579,-9.970790,60.255293,0.004277
2025-10-14 05:33:15+00:00,26498.670186,90.046426,45.817854,44.228572,104.483865,0.531122
2025-10-14 05:33:16+00:00,26497.785186,19.682295,17.563760,2.118535,106.602400,0.157405
2025-10-14 05:33:17+00:00,26498.113162,39.478575,66.331458,-26.852882,79.749518,-0.276128
2025-10-14 05:33:18+00:00,26498.579751,32.639938,18.569338,14.070600,93.820118,0.316504
2025-10-14 05:33:19+00:00,26498.666898,32.517456,20.546417,11.971039,105.791157,-0.230127
2025-10-14 05:33:20+00:00,26497.889220,41.343326,39.488528,1.854798,107.645955,-0.312461
2025-10-14 05:33:21+00:00,26498.394542,39.495980,38.457447,1.038532,108.684487,-0.191827
2025-10-14 05:33:22+00:00,26497.734397,32.253040,64.486047,-32.233007,76.451480,-0.176689
2025-10-14 05:33:23+00:00,26497.128721,24.689019,50.719290,-26.030270,50.421210,-0.221216
2025-10-14 05:33:24+00:00,26496.993959,23.990872,47.526185,-23.535314,26.885896,-0.206834
2025-10-14 05:33:25+00:00,26497.403577,13.472414,39.191642,-25.719228,1.166668,0.307107
2025-10-14 05:33:26+00:00,26497.577636,25.407273,62.258966,-36.851693,-35.685024,0.248643
2025-10-14 05:33:27+00:00,26497.990473,25.715814,7.537905,18.177909,-17.507115,0.295321
2025-10-14 05:33:28+00:00,26497.806254,38.018198,61.444290,-23.426093,-40.933208,0.493752
2025-10-14 05:33:29+00:00,26497.752429,28.002507,57.564942,-29.562435,-70.495643,-0.025746
2025-10-14 05:33:30+00:00,26497.243961,34.615817,93.865270,-59.249453,-129.745096,-0.306529
2025-10-14 05:33:31+00:00,26497.128897,32.101613,98.096151,-65.994538,-195.739634,-0.680566
2025-10-14 05:33:32+00:00,26497.444644,21.561103,26.684578,-5.123476,-200.863110,-0.548226
2025-10-14 05:33:33+00:00,26497.335110,14.476200,83.359461,-68.883261,-269.746371,-0.478011
2025-10-14 05:33:34+00:00,26497.592761,18.255756,41.888445,-23.632689,-293.379060,-0.142186
2025-10-14 05:33:35+00:00,26497.352349,37.093245,29.550883,7.542362,-285.836698,-0.623562
2025-10-14 05:33:36+00:00,26497.105925,38.819327,65.537949,-26.718623,-312.555321,0.050443
2025-10-14 05:33:37+00:00,26497.160578,45.741304,47.659803,-1.918499,-314.473821,0.107688
2025-10-14 05:33:38+00:00,26497.104114,28.986750,64.264979,-35.278229,-349.752049,-0.515157
2025-10-14 05:33:39+00:00,26497.419820,32.198596,45.299440,-13.100844,-362.852894,-0.573947
2025-10-14 05:33:40+00:00,26497.536195,71.147007,13.966927,57.180080,-305.672814,-0.495825
2025-10-14 05:33:41+00:00,26498.388168,37.729829,16.059622,21.670207,-284.002607,-0.683117
2025-10-14 05:33:42+00:00,26498.304744,43.931338,19.729811,24.201527,-259.801080,-0.715218
2025-10-14 05:33:43+00:00,26498.218701,75.940137,22.469696,53.470441,-206.330639,-0.560227
2025-10-14 05:33:44+00:00,26497.750169,37.253893,15.497551,21.756341,-184.574298,-0.208304
2025-10-14 05:33:45+00:00,26497.789038,40.011773,23.733455,16.278319,-168.295979,-0.845115
2025-10-14 05:33:46+00:00,26498.138867,68.279898,35.211990,33.067908,-135.228072,-0.135235
2025-10-14 05:33:47+00:00,26497.812815,44.244850,34.204918,10.039932,-125.188139,0.242338
2025-10-14 05:33:48+00:00,26497.816714,45.081561,14.556300,30.525261,-94.662878,0.138802
2025-10-14 05:33:49+00:00,26498.183056,54.418484,33.903807,20.514678,-74.148200,0.292431
2025-10-14 05:33:50+00:00,26498.145883,78.762839,46.906390,31.856448,-42.291752,-0.632267
2025-10-14 05:33:51+00:00,26497.924098,34.612832,21.846796,12.766036,-29.525716,-0.525228
2025-10-14 05:33:52+00:00,26498.409204,29.786278,16.974460,12.811818,-16.713898,0.392014
2025-10-14 05:33:53+00:00,26498.474868,54.588171,28.415353,26.172818,9.458920,0.074175
2025-10-14 05:33:54+00:00,26498.681056,46.248162,12.451156,33.797006,43.255926,0.438811
2025-10-14 05:33:55+00:00,26499.250285,30.475024,39.867873,-9.392849,33.863077,0.122295
2025-10-14 05:33:56+00:00,26499.800106,40.437281,24.896286,15.540996,49.404072,0.334023
2025-10-14 05:33:57+00:00,26499.638763,41.062759,17.156230,23.906529,73.310601,-0.208958
2025-10-14 05:33:58+00:00,26499.395336,71.911673,6.349977,65.561696,138.872297,0.075924
2025-10-14 05:33:59+00:00,26499.537054,35.886049,48.958714,-13.072666,125.799632,0.549787
2025-10-14 05:34:00+00:00,26499.480181,29.469873,24.552916,4.916957,130.716589,0.443912
2025-10-14 05:34:01+00:00,26498.590167,35.225892,76.719003,-41.493110,89.223478,0.435690
2025-10-14 05:34:02+00:00,26499.209590,68.383008,57.320149,11.062859,100.286338,0.666398
2025-10-14 05:34:03+00:00,26499.228606,50.093992,23.421857,26.672136,126.958474,0.452955
2025-10-14 05:34:04+00:00,26499.585729,50.699098,32.981029,17.718068,144.676542,0.292338
2025-10-14 05:34:05+00:00,26499.037426,88.840878,43.996604,44.844274,189.520816,0.566907
2025-10-14 05:34:06+00:00,26499.657328,31.931725,17.767138,14.164587,203.685403,0.752471
2025-10-14 05:34:07+00:00,26499.384019,30.407187,23.321441,7.085746,210.771149,0.927032
2025-10-14 05:34:08+00:00,26499.340912,44.541743,23.843252,20.698490,231.469640,0.766184
2025-10-14 05:34:09+00:00,26498.687846,30.169512,46.691305,-16.521793,214.947847,0.918800
2025-10-14 05:34:10+00:00,26498.625469,40.364283,56.191326,-15.827044,199.120803,0.878839
2025-10-14 05:34:11+00:00,26498.534212,30.442017,54.256777,-23.814760,175.306043,0.862536
2025-10-14 05:34:12+00:00,26498.465069,14.468080,26.060661,-11.592582,163.713461,0.891592
2025-10-14 05:34:13+00:00,26498.691169,60.130970,52.552897,7.578073,171.291534,0.696210
2025-10-14 05:34:14+00:00,26498.736004,42.326784,76.625193,-34.298409,136.993125,0.784036
2025-10-14 05:34:15+00:00,26499.212245,30.650396,24.858767,5.791628,142.784753,0.308794
2025-10-14 05:34:16+00:00,26499.001178,49.961780,43.865387,6.096393,148.881146,0.759910
2025-10-14 05:34:17+00:00,26498.543669,26.222436,35.822906,-9.600470,139.280676,0.601296
2025-10-14 05:34:18+00:00,26498.552856,22.186941,44.754409,-22.567467,116.713209,0.064721
2025-10-14 05:34:19+00:00,26498.867450,32.350723,28.583317,3.767406,120.480615,-0.352716
2025-10-14 05:34:20+00:00,26499.468918,97.690488,36.341604,61.348884,181.829500,0.381955
2025-10-14 05:34:21+00:00,26499.859631,33.334410,23.763523,9.570887,191.400386,0.360185
2025-10-14 05:34:22+00:00,26499.028293,42.027552,34.055145,7.972407,199.372793,0.835468
2025-10-14 05:34:23+00:00,26499.218363,35.592312,58.205120,-22.612808,176.759985,0.806739
2025-10-14 05:34:24+00:00,26499.917251,34.030762,23.071118,10.959644,187.719629,-0.061853
2025-10-14 05:34:25+00:00,26499.947814,60.890531,9.879087,51.011444,238.731073,0.631392
2025-10-14 05:34:26+00:00,26499.704951,47.296023,27.318499,19.977524,258.708598,0.342061
2025-10-14 05:34:27+00:00,26499.854528,73.643311,67.019173,6.624138,265.332736,0.306140
2025-10-14 05:34:28+00:00,26499.618872,34.246917,15.317370,18.929548,284.262283,-0.146276
2025-10-14 05:34:29+00:00,26499.925224,52.694736,25.076291,27.618445,311.880728,0.288163
2025-10-14 05:34:30+00:00,26499.920027,49.619734,34.499149,15.120585,327.001312,0.495296
2025-10-14 05:34:31+00:00,26500.578370,36.127843,34.831085,1.296758,328.298070,0.315073
2025-10-14 05:34:32+00:00,26500.806857,68.155827,57.842890,10.312937,338.611007,0.650436
2025-10-14 05:34:33+00:00,26500.455165,50.344989,27.792356,22.552633,361.163640,0.521033
2025-10-14 05:34:34+00:00,26500.734801,49.325461,17.811829,31.513633,392.677273,0.824818
2025-10-14 05:34:35+00:00,26501.167324,41.821858,62.679084,-20.857226,371.820047,0.603073
2025-10-14 05:34:36+00:00,26500.884470,79.321458,42.806402,36.515056,408.335103,0.552258
2025-10-14 05:34:37+00:00,26500.672478,34.337769,23.895550,10.442219,418.777322,0.477378
2025-10-14 05:34:38+00:00,26499.576247,48.020751,58.551265,-10.530515,408.246807,0.256142
2025-10-14 05:34:39+00:00,26500.007847,23.466554,77.399020,-53.932465,354.314342,0.550624
2025-10-14 05:34:40+00:00,26499.730392,30.714994,46.847478,-16.132484,338.181857,0.085543
